P,SFT,W,P,S,B,F,G,T7,T3,U,Fi
e1017a35-f14a-4792-a51e-d7343acd5c81,0.35,0.0,0.2857142857142857,0.2857142857142857,7.285714285714286,4.857142857142857,1.0,31.737142857142857,31.946666666666665,0,4.5
ee381fba-426a-403e-9d7e-c02f9a2e5403,0.75,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.7142857142857142,4.714285714285714,1.0,31.98857142857143,31.996666666666666,0,4.5
7d2eace2-54d7-4ee6-8e97-16d3227ba414,0.85,0.0,0.0,0.42857142857142855,4.571428571428571,5.0,1.0,31.94857142857143,31.883333333333333,0,4.5
e746536c-7ef7-468c-a384-686f59bd2062,0.68,0.0,0.0,0.42857142857142855,6.428571428571429,3.7142857142857144,1.0,31.62,31.566666666666666,0,4.5
6a7436cc-21b9-4c6e-a722-41249bf3d2c4,0.34,0.2857142857142857,0.42857142857142855,0.42857142857142855,5.142857142857143,3.4285714285714284,3.5,31.257142857142856,31.073333333333334,1,4.5
7762bf54-4d7b-47e5-be9c-05ed1edbea0d,0.31,0.14285714285714285,0.2857142857142857,0.7142857142857143,6.428571428571429,3.0,3.8333333333333335,31.114285714285714,31.143333333333334,1,4.5
42203588-6e9a-4aa9-8733-8b58c77a4771,0.43,0.2857142857142857,0.8571428571428571,0.8571428571428571,2.0,2.5714285714285716,2.8,31.31,31.386666666666667,1,4.5
b9220215-02d3-4336-8511-6d3afc3ca3be,0.11,0.14285714285714285,0.14285714285714285,0.2857142857142857,5.285714285714286,4.428571428571429,3.8,31.3,31.17,1,4.5
4168ead2-6d53-43a4-a0ab-c940f6bf24be,0.43,0.14285714285714285,0.2857142857142857,0.2857142857142857,2.142857142857143,4.571428571428571,4.0,31.271428571428572,31.25,1,4.5
99df4cec-7cff-47c0-b260-001b9dd4d128,0.34,0.16666666666666666,0.3333333333333333,0.5,5.0,3.5,3.0,31.161666666666665,31.17,0,4.5
bcb4a4a2-0fc7-4227-bfc9-68db64505dd8,0.00,0.2857142857142857,0.2857142857142857,0.2857142857142857,3.857142857142857,5.0,3.75,31.332857142857144,31.276666666666667,0,4.5
19fe735a-867b-4abf-86e3-6a2ebbad0a40,0.47,0.14285714285714285,0.14285714285714285,0.42857142857142855,4.571428571428571,4.142857142857143,4.0,31.367142857142856,31.223333333333333,1,4.5
8f182d89-66da-4c15-9745-826ea155ace7,0.60,0.14285714285714285,0.14285714285714285,0.2857142857142857,4.428571428571429,4.714285714285714,2.0,31.51142857142857,31.44333333333333,2,4.5
060c056b-c5c4-4b5d-b50e-601538e51094,0.78,0.0,0.0,0.2857142857142857,3.857142857142857,5.428571428571429,2.6666666666666665,31.731428571428573,31.74,2,4.5
d2d8cc9b-025b-4394-b9a3-aa6ae57dbd67,0.70,0.14285714285714285,0.14285714285714285,0.2857142857142857,5.285714285714286,5.285714285714286,2.5,31.537142857142857,31.533333333333335,2,4.5
da3873cb-2a4a-40c2-a5e7-fb874db116c7,0.00,0.2857142857142857,0.2857142857142857,0.42857142857142855,3.5714285714285716,4.0,1.6666666666666667,31.527142857142856,31.43,1,4.5
efbe32f4-f64c-40b9-a42a-91ea4498c8ee,0.30,0.14285714285714285,0.14285714285714285,0.42857142857142855,6.0,3.5714285714285716,1.0,31.417142857142856,31.233333333333334,1,4.5
d844cfe2-3785-4749-be91-5f2e7cbd8e62,0.26,0.14285714285714285,0.14285714285714285,0.42857142857142855,6.0,4.285714285714286,1.0,31.54,31.436666666666667,0,4.5
209e8ba5-30ae-47b3-a203-5c9a50ec21c2,0.35,0.2857142857142857,0.2857142857142857,0.42857142857142855,4.571428571428571,4.428571428571429,1.4,31.605714285714285,31.713333333333335,1,4.5
b6f3ebf2-a3f6-4a8e-8876-04ea4830f2fe,0.49,0.16666666666666666,0.3333333333333333,0.5,4.833333333333333,4.333333333333333,1.2,31.5,31.183333333333334,1,4.5
bbc73234-2d2e-414c-9966-14cf96d18f2e,0.32,0.14285714285714285,0.42857142857142855,0.42857142857142855,5.857142857142857,3.5714285714285716,1.4,31.415714285714287,31.26,1,4.5
d1228e56-43e1-496b-a1af-f3912c29b3d6,0.30,0.0,0.14285714285714285,0.2857142857142857,4.571428571428571,5.142857142857143,2.3333333333333335,31.64142857142857,31.403333333333332,1,4.5
2129548b-fa76-4e27-94da-92e27fc28a89,0.25,0.2857142857142857,0.42857142857142855,0.5714285714285714,5.571428571428571,3.4285714285714284,1.8333333333333333,31.397142857142857,31.466666666666665,3,4.5
93d64206-f126-438d-b5ba-e0160ab56086,0.41,0.0,0.14285714285714285,0.42857142857142855,2.857142857142857,4.571428571428571,2.5,31.547142857142855,31.736666666666668,2,4.5
8eb4df08-7771-4cf4-beeb-ca09b6d61edd,0.53,0.14285714285714285,0.42857142857142855,0.5714285714285714,3.5714285714285716,3.2857142857142856,1.4,31.57857142857143,31.383333333333333,2,4.5
5f0bc6fa-f7fa-4077-a152-7f1e86d381f8,0.36,0.0,0.0,0.0,6.142857142857143,6.571428571428571,3.0,31.658571428571427,31.51,2,4.5
3e19b53d-e0e2-401e-b20b-e1ebb2064739,0.00,0.2857142857142857,0.2857142857142857,0.42857142857142855,4.142857142857143,4.714285714285714,1.8,31.575714285714287,31.786666666666665,2,4.5
63010732-193c-430a-9fd1-5099922ca5fa,0.14,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.8571428571428572,4.285714285714286,2.8,31.555714285714284,31.766666666666666,3,4.5
30a9069c-e9b2-41f8-89a5-c53b904d1fd3,0.20,0.5714285714285714,0.5714285714285714,0.7142857142857143,1.2857142857142858,2.7142857142857144,4.0,31.15142857142857,30.96,1,4.5
f9f97843-6d1c-4556-bac4-944d6b18a177,0.15,0.42857142857142855,0.5714285714285714,0.7142857142857143,3.2857142857142856,2.5714285714285716,1.6666666666666667,31.40714285714286,31.143333333333334,1,4.5
37ce673f-c0ae-46a6-868e-eabd46408813,0.00,0.6666666666666666,0.8333333333333334,1.0,2.3333333333333335,1.5,4.0,30.743333333333332,30.623333333333335,1,4.5
b90ed850-2e1d-44ba-9ce9-8d48311a7805,0.07,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.8571428571428572,2.142857142857143,3.8,30.89142857142857,31.15,0,4.5
5f5c5fbc-2b8f-4a26-a784-9c9057abb6da,0.42,0.14285714285714285,0.5714285714285714,0.7142857142857143,4.142857142857143,3.5714285714285716,3.4,31.166666666666668,31.29,1,4.5
7ff92df6-fc6e-4d83-ad5a-2f10e101bd2c,0.61,0.42857142857142855,0.5714285714285714,0.5714285714285714,5.0,3.2857142857142856,3.25,31.475714285714286,31.48,1,4.5
53ebc19c-c2ad-4f17-83bb-0538089317e2,0.64,0.14285714285714285,0.42857142857142855,0.5714285714285714,4.285714285714286,3.4285714285714284,3.6666666666666665,31.318571428571428,31.31,1,4.5
622d3fb0-5598-4017-8a2b-2a130d06c269,0.48,0.42857142857142855,0.5714285714285714,1.0,2.142857142857143,2.0,2.0,31.174285714285713,30.873333333333335,2,4.5
9ed078ac-304f-467e-9dc8-b4aabea11cfa,0.32,0.0,0.42857142857142855,0.42857142857142855,3.0,3.857142857142857,1.0,31.737142857142857,31.92,0,4.5
9af788bc-87c3-45bc-aaa2-4e6c9340a7dc,0.18,0.0,0.2857142857142857,0.42857142857142855,3.5714285714285716,3.857142857142857,1.0,31.607142857142858,31.656666666666666,0,4.5
e8040807-e851-4588-afa5-1e64f9e55ae3,0.21,0.0,0.14285714285714285,0.14285714285714285,7.142857142857143,5.714285714285714,2.0,31.661428571428573,31.69333333333333,1,4.5
352fb452-687d-4a10-bd68-00b678fb2f4d,0.02,0.0,0.0,0.14285714285714285,3.2857142857142856,6.285714285714286,2.75,31.734285714285715,31.97,3,4.5
c9d68d13-8172-4a24-bd66-36ca7d393da4,0.09,0.14285714285714285,0.7142857142857143,0.7142857142857143,3.857142857142857,2.7142857142857144,1.0,31.587142857142858,31.45,1,4.5
35b8dc5f-2fcd-42aa-abb8-f73601de18e3,0.09,0.0,0.42857142857142855,0.42857142857142855,3.142857142857143,4.0,1.1666666666666667,31.472857142857144,31.473333333333333,0,4.5
ac18b061-b463-47a1-b007-276cc2b5b5c3,0.00,0.14285714285714285,0.14285714285714285,0.14285714285714285,3.7142857142857144,5.142857142857143,1.0,31.872857142857143,31.616666666666667,3,4.5
0a7c151c-13d3-43c0-9c40-1dc964a2d225,0.26,0.0,0.2857142857142857,0.42857142857142855,2.2857142857142856,4.571428571428571,2.0,31.77857142857143,31.786666666666665,3,4.5
9d57b5f2-5a7b-4a47-8ba7-4b92a6d41706,0.03,0.0,0.0,0.16666666666666666,6.666666666666667,4.833333333333333,1.0,31.265,31.11,0,4.5
b0d583ee-b90f-48f8-8b61-7b69c826a831,0.33,0.14285714285714285,0.14285714285714285,0.14285714285714285,4.285714285714286,5.571428571428571,1.5714285714285714,31.53142857142857,31.496666666666666,3,4.5
aeec702d-cbfd-43a3-bcb7-8559edb46686,0.39,0.25,0.25,0.25,6.0,5.5,2.0,31.5325,31.633333333333333,3,4.5
ebd6f23e-2faf-4c11-9fa4-ac19b2976d4d,0.20,0.0,0.0,0.0,5.75,5.5,1.0,31.2325,31.143333333333334,0,4.5
072afc38-91f0-46f2-8a6d-d9a1e6a66b06,0.40,0.16666666666666666,0.16666666666666666,0.3333333333333333,5.5,5.0,1.0,31.648333333333333,31.523333333333333,1,4.5
8e776152-c1b9-4f4a-b1f3-4ce3937d328a,0.30,0.0,0.14285714285714285,0.2857142857142857,3.142857142857143,5.0,1.1428571428571428,31.46142857142857,31.366666666666667,0,4.5
5c00eb4e-f516-461d-9bf8-16a689fc3c05,0.02,0.0,0.2857142857142857,0.42857142857142855,5.0,4.142857142857143,1.0,31.377142857142857,31.343333333333334,0,4.5
8ae9b727-468c-40a2-a9b8-b4b2db83d6c3,0.00,0.2,0.2,0.2,3.8,4.8,1.0,31.504,31.72,0,4.5
95815d85-0e97-444b-b18f-b3ebc5045a56,0.27,0.14285714285714285,0.14285714285714285,0.2857142857142857,2.0,4.857142857142857,2.7142857142857144,31.177142857142858,31.203333333333333,2,4.5
49ffdd2c-3607-4a89-8c35-f2291a76b5d1,0.00,0.14285714285714285,0.14285714285714285,0.2857142857142857,3.0,5.142857142857143,1.4285714285714286,31.315714285714286,30.956666666666667,0,4.5
7be936a7-5754-45ea-99b7-dec09bb22717,0.52,0.0,0.16666666666666666,0.3333333333333333,3.6666666666666665,5.666666666666667,2.5,31.398333333333333,31.15,0,4.5
f48bd133-5c3c-448a-bd16-2dd6236cf308,0.72,0.0,0.2857142857142857,0.2857142857142857,6.428571428571429,4.428571428571429,2.0,31.334285714285713,31.3,0,4.5
c05d4095-4225-468f-930f-8a689ca53e2c,0.60,0.0,0.0,0.0,4.0,5.571428571428571,2.4285714285714284,31.30142857142857,31.073333333333334,0,4.5
e3a485b1-b516-4c82-835c-307aba4a03b2,0.54,0.16666666666666666,0.16666666666666666,0.3333333333333333,4.166666666666667,4.666666666666667,1.8333333333333333,31.426666666666666,31.16,0,4.5
dfd46442-752a-42c4-b4d4-ad441dbc7ef4,0.35,0.0,0.14285714285714285,0.2857142857142857,6.428571428571429,5.0,2.7142857142857144,31.2,31.313333333333333,1,4.5
e8482db3-918d-427b-9e20-00f10c0f5b1e,0.61,0.0,0.0,0.14285714285714285,7.571428571428571,5.714285714285714,2.2857142857142856,31.35142857142857,31.21,0,4.5
7446b82d-0b59-4d07-ac6e-ac3f5560955a,0.13,0.0,0.0,0.14285714285714285,5.714285714285714,5.714285714285714,4.285714285714286,31.15142857142857,30.873333333333335,2,4.5
6bb63837-a098-4a33-b950-f3b91421e407,0.00,0.2857142857142857,0.2857142857142857,0.2857142857142857,5.0,4.285714285714286,3.2857142857142856,31.111428571428572,31.1,3,4.5
ba3d6b80-97d1-414a-9256-880d58c7d67e,0.26,0.0,0.14285714285714285,0.2857142857142857,5.142857142857143,5.142857142857143,4.142857142857143,31.29,31.09,2,4.5
9afe4f73-ef9d-40ab-8c19-1aafc1981c23,0.02,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.333333333333333,4.833333333333333,2.5,31.165,31.14666666666667,0,4.5
2609aea1-67d0-4775-b9a5-ecaaf0ad213f,0.23,0.14285714285714285,0.14285714285714285,0.14285714285714285,5.857142857142857,4.428571428571429,3.2857142857142856,31.13,31.03,0,4.5
b4cb2b8a-a6d1-4700-9911-3307d0e34992,0.12,0.14285714285714285,0.2857142857142857,0.2857142857142857,4.714285714285714,5.428571428571429,2.2857142857142856,31.512857142857143,31.233333333333334,0,4.5
4860d82d-8aea-4d62-ba78-77e91864a266,0.37,0.0,0.0,0.0,6.0,6.0,4.285714285714286,31.437142857142856,31.366666666666667,2,4.5
90c16ad4-566e-46e5-bff4-7b92fbe09b57,0.26,0.0,0.0,0.16666666666666666,2.3333333333333335,5.333333333333333,3.5,31.301666666666666,31.186666666666667,0,4.5
ce81208f-9010-4e11-9d5c-2176fd952600,0.00,0.0,0.0,0.16666666666666666,5.166666666666667,5.833333333333333,1.0,31.546,31.145,2,4.5
ff35cec3-d734-4ff7-a363-a258ae7d0fa8,0.37,0.0,0.14285714285714285,0.14285714285714285,2.5714285714285716,6.428571428571429,1.5714285714285714,31.915714285714287,31.586666666666666,0,4.5
86622880-bdb2-48e2-a211-a36c4ab8bb0a,0.25,0.0,0.3333333333333333,0.3333333333333333,4.666666666666667,4.666666666666667,1.6666666666666667,31.216666666666665,31.213333333333335,1,4.5
9b6262d0-2741-47b0-affe-dcd9c6fd2be3,0.08,0.25,0.75,0.75,8.0,2.25,1.0,31.15,30.99,1,4.5
6d6c258b-f4f4-46de-b71c-8f5300683d90,0.11,0.0,0.0,0.2857142857142857,2.4285714285714284,5.285714285714286,2.0,31.292857142857144,31.4,3,4.5
e6dd72af-8e1e-4f15-86de-b7df4d2140f5,0.16,0.0,0.3333333333333333,0.3333333333333333,5.333333333333333,4.333333333333333,1.0,31.283333333333335,31.283333333333335,0,4.5
cc70859a-76ed-4a99-8761-8676cc280351,0.17,0.0,0.16666666666666666,0.5,3.1666666666666665,5.0,1.1666666666666667,31.476666666666667,31.27,0,4.5
5103746f-5383-46f1-832e-04f7c40deced,0.52,0.3333333333333333,0.5,0.5,4.666666666666667,4.5,2.3333333333333335,31.433333333333334,31.466666666666665,2,4.5
e8b5270f-14b8-4e43-a48c-c2c954669332,0.28,0.0,0.0,0.16666666666666666,6.166666666666667,5.833333333333333,2.0,31.338333333333335,31.31,0,4.5
ebb34463-6f33-4141-bd69-a1c25a73feed,0.45,0.0,0.14285714285714285,0.2857142857142857,4.142857142857143,5.0,2.0,31.37857142857143,31.31,0,4.5
a5d27c3f-05ee-40a9-93f4-0178b3944222,0.30,0.16666666666666666,0.16666666666666666,0.3333333333333333,5.833333333333333,5.166666666666667,1.8333333333333333,31.253333333333334,31.176666666666666,0,4.5
1f3764ad-4e85-401f-9519-248225fa7629,0.48,0.0,0.0,0.0,7.666666666666667,4.666666666666667,2.0,31.203333333333333,31.153333333333332,0,4.5
364e56fc-b155-47e1-b655-16a886ee503f,0.00,0.3333333333333333,0.3333333333333333,0.5,7.666666666666667,3.5,2.5,31.0,31.03,3,4.5
d2ea4c53-5ba8-4539-8120-948b0e22361b,0.36,0.2857142857142857,0.2857142857142857,0.42857142857142855,3.857142857142857,4.857142857142857,2.2857142857142856,31.51,31.686666666666667,3,4.5
a9c807ad-106f-4fc7-aeb9-9aab02988e7c,0.55,0.0,0.0,0.0,4.0,5.0,2.1666666666666665,31.415,31.37,0,4.5
3d7ea73d-a6a4-4fbd-af12-a8b1214db071,0.08,0.0,0.0,0.16666666666666666,2.3333333333333335,5.0,2.6666666666666665,31.22,31.153333333333332,1,4.5
7343ab89-4a44-43ef-93db-c6125e5a70a2,0.00,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.333333333333333,3.0,2.6666666666666665,31.0,31.0,3,4.5
0ff5363b-05f2-4fab-babe-2cae0d7a819d,0.33,0.0,0.3333333333333333,0.5,7.333333333333333,3.8333333333333335,2.0,31.263333333333332,31.39,0,4.5
2c790168-b1bb-4c9a-b79a-670aa48ce50a,0.19,0.0,0.25,0.5,4.0,4.75,4.5,31.035,31.053333333333335,1,4.5
4683f62b-67b9-46df-acd1-731eb3754321,0.18,0.14285714285714285,0.2857142857142857,0.2857142857142857,4.285714285714286,4.857142857142857,5.0,31.06714285714286,31.126666666666665,3,4.5
509fcbd4-3394-43f5-b6b4-904e9d66d081,0.17,0.16666666666666666,0.16666666666666666,0.3333333333333333,3.3333333333333335,4.666666666666667,4.666666666666667,31.272,31.605,2,4.5
