PID,SFT,W,P,S,B,F,G,T7,T3,U,Fi,BW,BP,BS
ec7ecd48-b8f1-41f3-b9cb-fb2fedd86bf9,0.30,0.0,0.14285714285714285,0.0,2.5714285714285716,2.857142857142857,4.0,30.262857142857143,30.39,0,1,0,0,0
f27fb34e-ad7d-4746-a175-9b0061c09fea,0.37,0.0,0.0,0.0,3.4285714285714284,4.285714285714286,3.7142857142857144,30.59857142857143,30.963333333333335,3,2,0,0,0
73362430-3952-4913-9ae3-24b2bcc0ba4d,0.19,0.0,0.0,0.0,3.0,3.0,2.75,30.4475,30.313333333333333,0,3,0,0,0
d18bdbc8-3634-42f2-bb40-66b2b3e6a975,0.59,0.0,0.0,0.0,6.142857142857143,3.857142857142857,4.428571428571429,30.52,30.49,3,4,0,0,0
6c033791-8c03-472c-94d5-ac2f1a2dd31e,0.00,0.0,0.0,0.0,5.428571428571429,4.428571428571429,3.7142857142857144,30.495714285714286,30.5,0,6,0,0,0
617cf09c-8a7c-432d-b6b1-8625b45d31bf,0.31,0.0,0.0,0.0,5.285714285714286,6.0,4.714285714285714,30.782857142857143,31.113333333333333,1,7,0,0,0
4547c1f8-00bd-4192-b3de-62265349a41f,0.53,0.0,0.0,0.0,6.428571428571429,5.714285714285714,4.857142857142857,30.752857142857142,30.64,2,8,0,0,0
9848c4be-04fc-4730-b422-1b8a5d28f6b0,0.35,0.0,0.2,0.0,3.0,2.4,3.2,30.478,30.536666666666665,0,1,0,0,0
660d1af6-13cb-4959-b08f-25691823c9d6,0.00,0.14285714285714285,0.0,0.0,3.857142857142857,3.0,1.5,30.94857142857143,30.276666666666667,0,2,0,0,0
3bdc9494-23c9-47f3-9b92-c582de52f775,0.25,0.0,0.0,0.0,4.714285714285714,4.0,3.5714285714285716,30.467142857142857,30.453333333333333,0,3,0,0,0
e9019bf7-f995-4406-933e-97352e1b21ec,0.05,0.0,0.0,0.0,5.428571428571429,5.0,4.285714285714286,30.708571428571428,31.003333333333334,1,6,0,0,0
bc8fcfb4-64e1-4e2d-b1ae-87516fa1d5fa,0.64,0.0,0.0,0.0,3.4,5.2,4.4,30.716,30.783333333333335,0,7,0,0,0
076c967f-ad0a-4322-8e62-4b706e07f00a,0.29,0.25,0.0,0.0,5.0,4.5,3.0,30.92,30.713333333333335,0,1,0,0,0
52835d3c-a492-4461-9380-47f08e9dcbb9,0.00,0.14285714285714285,0.0,0.0,3.5714285714285716,4.285714285714286,3.857142857142857,30.562857142857144,30.35,0,3,0,0,0
dcdec76d-07f6-4b58-a42c-3af35b7b6f3c,0.32,0.0,0.0,0.14285714285714285,7.142857142857143,4.285714285714286,4.571428571428571,30.53,30.496666666666666,0,4,0,0,0
2af19cc7-a5ba-4b33-a231-774b77438f07,0.11,0.0,0.0,0.0,3.2857142857142856,2.5714285714285716,2.7142857142857144,30.38142857142857,30.376666666666665,0,5,0,0,0
4d19af5b-4b8a-4eb0-a1bc-85513684880d,0.28,0.0,0.0,0.0,5.285714285714286,5.285714285714286,3.857142857142857,31.502857142857142,31.736666666666668,0,7,0,0,0
4c9fbc76-4119-4395-8233-0041d747e484,0.07,0.0,0.0,0.14285714285714285,6.428571428571429,4.428571428571429,3.2857142857142856,30.542857142857144,30.406666666666666,0,2,0,0,0
508efdd7-90fd-4782-9259-d9dcd98ca207,0.00,0.0,0.0,0.0,3.7142857142857144,4.285714285714286,5.0,30.534285714285716,30.67,3,3,0,0,0
b806b8c2-9238-4507-8f7b-f8fb2f7c3cec,0.49,0.0,0.0,0.0,3.6666666666666665,4.333333333333333,3.6666666666666665,30.73,30.73,0,4,0,0,0
59ff1d0a-aa84-4e1d-97c2-f637fda11b54,0.00,0.0,0.0,0.0,4.428571428571429,3.4285714285714284,4.714285714285714,30.42,30.426666666666666,1,6,0,0,0
ba8d0722-7795-43dd-b7f9-a5567d1ae4e1,0.41,0.0,0.0,0.0,4.25,3.25,3.25,30.62,30.586666666666666,0,7,0,0,0
d1e53d39-c145-4ec1-8dc1-9f9226931941,0.54,0.0,0.14285714285714285,0.0,5.0,3.857142857142857,3.3333333333333335,30.945714285714285,31.166666666666668,1,8,0,0,0
65c97abe-f74c-41d9-89bd-10b24cda5605,0.00,0.0,0.0,0.14285714285714285,5.428571428571429,3.0,3.5714285714285716,30.35857142857143,30.45,0,1,0,0,0
29d06fd4-76f9-4e28-a095-a1e26cf3bef9,0.59,0.0,0.0,0.0,2.857142857142857,3.4285714285714284,3.5714285714285716,30.518571428571427,30.57,0,3,0,0,0
af7dd9e7-b0b2-443e-9d8e-6d6a07ab64b5,0.74,0.0,0.0,0.0,3.857142857142857,5.0,3.2857142857142856,30.74142857142857,30.58,0,4,0,0,0
17511064-a8e7-405b-bb90-8b81009c1178,0.39,0.0,0.0,0.0,4.714285714285714,4.571428571428571,2.5714285714285716,30.59,30.35,0,5,0,0,0
fe59b401-f5f4-4923-9a88-f5e2f95abb7f,0.22,0.14285714285714285,0.0,0.0,1.5714285714285714,3.2857142857142856,2.142857142857143,30.535714285714285,30.23,0,7,0,0,0
fd18e36e-a331-40cd-be3f-155078463eea,0.73,0.0,0.0,0.0,3.5,3.75,3.5,30.675,30.55,0,1,0,0,0
823bb674-514b-4586-b632-5bb880c5ecbd,0.31,0.0,0.0,0.0,5.428571428571429,4.285714285714286,3.857142857142857,30.431428571428572,30.296666666666667,0,2,0,0,0
e4e2b0ae-e03a-47bf-814b-f01858aaa704,0.60,0.0,0.0,0.14285714285714285,5.714285714285714,5.0,4.428571428571429,30.71857142857143,30.77,2,3,0,0,0
