@relation Metric
@attribute PID string
@attribute SFT numeric
@attribute W numeric
@attribute P numeric
@attribute S numeric
@attribute B numeric
@attribute E numeric
@attribute St numeric
@attribute F numeric
@attribute G numeric
@attribute T7 numeric
@attribute T3 numeric
@attribute U numeric
@attribute A numeric
@attribute Se {M, F}
@attribute LB numeric
@attribute PF numeric
@attribute TF numeric
@attribute RHF numeric
@attribute Fi numeric
@data
dc1dcf8b-d938-43cf-9d49-bb41f344a169,0.5200,0.0000,0.0000,0.0000,5.0000,2.5000,4.2500,4.5000,2.7500,30.8300,31.0750,0,959,F,58.6250,0.7500,0.0000,0.0000,5
e7e56040-1e65-4f9d-b356-bc9492e15b51,0.0000,0.0000,0.0000,0.3333,5.0000,5.0000,5.6667,5.3333,1.3333,31.1033,31.1033,0,937,F,64.1667,0.0595,0.0000,0.4350,4
15e6bb4e-1007-4006-ad57-c46ac80e667c,0.4800,0.0000,0.3333,0.0000,5.0000,4.3333,3.3333,2.3333,1.3333,30.6300,30.6300,0,611,F,63.1667,0.0000,0.0000,0.0000,3
66218165-e551-4440-ab0c-aed249993cc5,0.0900,0.3333,0.0000,0.0000,4.3333,4.6667,2.6667,2.3333,1.3333,30.8900,30.8900,0,1459,F,60.6667,0.6757,0.0000,0.0000,2
f65496ba-8958-4dad-9717-a7991c28a4a9,0.6400,0.3333,0.0000,0.0000,3.3333,3.0000,2.6667,1.6667,2.6667,30.5700,30.5700,0,1061,F,61.6667,0.0000,1.0000,1.0000,1
ddc54b38-c6d7-44da-937f-78ea75021e5e,0.0000,0.0000,0.0000,0.0000,4.0000,4.0000,3.4000,3.6000,1.8000,31.2580,31.3467,0,840,F,59.6000,0.0833,0.6338,0.7180,7
266464cd-026d-4f67-8d82-736385b1ee49,0.2500,0.0000,0.0000,0.0000,5.4000,4.8000,5.0000,5.0000,3.2000,31.2400,31.3267,0,1316,F,62.2000,1.0000,0.4176,0.5752,6
584b4a6d-34cf-4c18-9d7a-2b22a282d953,0.1700,0.0000,0.0000,0.0000,2.7500,3.5000,3.7500,4.0000,2.2500,31.1075,31.0433,0,544,M,71.7500,1.0000,0.3997,0.2773,5
9f670255-4762-4fc9-ba7a-7896162b118b,0.6500,0.0000,0.2000,0.0000,3.6000,6.2000,5.8000,2.6000,4.0000,30.9640,31.1433,0,1200,F,63.6000,0.5000,0.4116,0.2809,4
51f664d1-5da8-4f2a-8d96-320550a7dad5,0.2600,0.1667,0.0000,0.0000,3.1667,4.8333,3.5000,2.8333,2.5000,30.9283,30.8900,0,995,M,75.2500,0.2787,0.5447,0.4451,3
ba72e2de-c8c4-48a5-aba9-469e421e6095,0.4300,0.0000,0.0000,0.0000,4.0000,4.0000,4.0000,3.4000,3.2000,30.8700,30.9767,0,961,F,64.0000,0.1024,0.5062,0.4987,2
1a8e74a5-f39c-4a90-a2c6-aa46b5068200,0.1100,0.0000,0.0000,0.0000,2.8000,2.4000,1.8000,2.6000,1.4000,31.1520,31.1600,0,1183,F,66.9000,0.4339,0.0000,0.6306,1
c53a84d1-8da3-4a98-96b5-3b7d4219f0fa,0.1700,0.2500,0.0000,0.0000,5.0000,4.0000,3.5000,2.5000,2.2500,31.1250,31.1200,0,1015,F,54.1250,1.0000,0.9071,0.7220,8
93853076-24e3-417c-9595-d92af2be8a2e,0.0000,0.0000,0.0000,0.0000,5.2500,3.2500,4.7500,4.5000,1.7500,31.6325,31.6733,0,1052,F,64.8750,0.0000,0.1573,0.1418,7
f4df8d48-0435-4259-95bf-c2b1c2288c26,0.1800,0.0000,0.0000,0.0000,4.2000,4.4000,3.8000,4.4000,1.4000,31.1880,31.2133,0,839,M,69.0000,0.2288,0.3966,0.3952,6
6c04ee5e-e3f4-4587-8740-87b3ae53f22c,0.4600,0.2000,0.0000,0.0000,4.4000,3.6000,3.6000,3.0000,2.4000,30.9980,31.2067,0,1156,F,70.3000,0.5000,0.6750,0.4775,5
c9624716-e567-4480-9f7f-dd2b8ef9961f,0.9800,0.0000,0.0000,0.0000,4.4000,3.6000,4.4000,4.2000,2.2000,31.1080,31.2267,0,846,M,72.8000,0.1905,0.2388,0.3076,4
f982aa57-985c-4b6b-8d45-d2ed5a94c2de,0.4400,0.0000,0.0000,0.0000,4.2500,4.2500,4.2500,4.2500,0.7500,31.3250,31.2233,0,977,F,58.7500,0.0000,0.4221,0.3539,3
2263a275-3a9e-4bd7-bdb8-649d7a6e2be2,0.4400,0.1667,0.0000,0.0000,4.6667,1.8333,1.3333,2.5000,1.0000,31.1483,31.3567,0,1567,F,60.9167,0.3333,0.5450,0.4692,2
2f35b00e-91d3-41b9-9551-0c3f0d46c6b0,0.6200,0.0000,0.2000,0.0000,3.6000,4.4000,3.4000,2.2000,2.6000,31.0180,31.2067,0,814,F,59.9000,0.5321,0.6617,0.6723,1
a6d4b7e5-2694-467a-9add-7c08d5e3583f,0.0900,0.0000,0.0000,0.0000,3.6000,6.2000,6.2000,5.2000,2.2000,31.0820,31.0533,0,1210,F,59.7000,0.4611,0.3948,0.2649,7
906b66fe-129f-4b46-8718-90c31c03e875,0.4800,0.0000,0.0000,0.0000,5.2500,4.0000,2.5000,3.7500,2.0000,31.1475,31.3767,0,987,M,72.7500,1.0000,0.5279,0.3494,6
ec0eeb74-0dd1-4fff-8c4a-698a897c917d,0.5800,0.0000,0.0000,0.0000,2.5000,1.7500,3.0000,2.7500,3.0000,30.9725,31.1767,0,915,F,59.8750,1.0000,0.8706,0.9008,5
bcb84ed7-3ad9-4065-9943-50334fb9544d,0.0000,0.0000,0.0000,0.0000,5.2000,3.0000,2.8000,3.8000,2.0000,31.0360,31.0600,0,936,M,69.4000,0.9750,0.4922,0.5819,4
39910b61-a706-4421-a3b8-c726c4a6dbbb,0.0700,0.0000,0.0000,0.2000,3.8000,6.8000,4.8000,3.8000,3.2000,31.0120,30.8967,0,841,F,55.0000,0.7308,0.5871,0.4231,3
b5db581c-b685-48d1-82f3-46da3f6e4408,0.4000,0.2000,0.0000,0.0000,3.6000,3.0000,2.2000,2.4000,2.2000,30.9960,31.0900,0,1270,F,66.7000,0.8532,0.6522,0.7319,2
562b19c4-cb0b-41ab-ad88-b95fbbd06087,0.7200,0.2000,0.0000,0.0000,3.0000,2.6000,2.4000,1.4000,3.2000,30.5820,30.6533,0,1067,F,61.8000,1.0000,0.9078,0.6574,1
5ebad0fa-c3cd-496e-be70-068a90603685,0.3100,0.0000,0.0000,0.1667,3.1667,2.5000,2.5000,3.5000,2.3333,30.9517,31.1633,0,1009,M,64.3333,0.2635,0.6272,0.3120,7
8631d738-7163-405b-96be-9ad15b8dfa03,0.1200,0.0000,0.0000,0.0000,3.6000,2.4000,2.4000,3.6000,2.8000,31.1700,31.2300,0,786,M,66.9000,0.5714,0.5989,0.3814,6
d9503903-f398-4a9d-bd29-26291ac97a64,0.1900,0.0000,0.0000,0.0000,5.8000,6.2000,5.2000,2.4000,2.8000,30.9840,31.1167,0,1267,F,55.3000,0.6250,0.2644,0.2645,5
64d223cb-edec-4a5f-8c2b-c13d92910445,0.0000,0.0000,0.0000,0.0000,4.6667,4.3333,4.0000,4.5000,1.5000,31.1500,31.3300,0,763,F,51.1667,0.8571,0.4613,0.4511,4
f3b09edd-4130-4d2e-84f6-38309c75cf96,0.7300,0.0000,0.0000,0.1667,4.5000,4.0000,4.3333,3.0000,2.0000,31.0100,31.1333,0,864,F,60.7500,0.0000,0.6909,0.7371,3
add4d80d-316c-48a5-9bca-d92091aec0b6,0.4900,0.0000,0.0000,0.0000,5.1667,3.3333,3.6667,3.6667,2.0000,30.9960,31.4500,0,618,M,76.5000,0.4808,0.5598,0.4674,2
31366077-78b3-4504-bd42-18ff68257852,0.1600,0.2500,0.0000,0.0000,4.2500,4.5000,4.7500,4.5000,1.0000,31.1150,31.1400,0,1274,F,66.7500,1.0000,0.5699,0.5457,1
f6e7929b-cdbd-4e85-af68-bdc7c6675bd1,0.3600,0.0000,0.1667,0.0000,4.6667,2.1667,2.3333,2.6667,1.6667,31.1067,31.3467,0,940,M,68.4167,0.7500,0.4360,0.4255,7
d17569b8-5427-4c7c-a977-789ded5b7823,0.0000,0.0000,0.0000,0.0000,3.8000,6.2000,4.6000,3.2000,3.2000,31.1700,31.2567,0,630,M,65.2000,0.6154,0.3930,0.4769,6
22966ea1-2285-46ee-9c67-098e1fd44454,0.3600,0.0000,0.0000,0.0000,3.7500,1.7500,2.2500,3.2500,2.0000,30.9275,31.0667,0,949,M,71.0000,1.0000,0.2996,0.4543,5
32ce432f-cf91-4cf3-8b83-24facd55ef9c,0.4000,0.0000,0.0000,0.2000,5.8000,3.2000,3.4000,3.6000,1.6000,30.9940,31.0167,0,1068,F,65.7000,0.3417,0.2896,0.2850,4
6cc50366-ead5-4761-ab55-662def6ea0c9,0.0500,0.0000,0.1667,0.0000,4.1667,1.8333,1.8333,3.3333,2.1667,31.1333,31.2800,0,848,F,65.3333,0.8750,0.5900,0.5775,3
f54ed063-87ff-4be6-8455-8e6d6fe2bdb0,0.6200,0.0000,0.0000,0.0000,5.6000,4.2000,4.4000,4.0000,1.6000,30.9720,31.1733,0,1244,M,75.2000,0.7922,0.4863,0.5328,2
432d04f3-c5fb-4cda-a19e-d4d3d29a5c10,0.4900,0.2000,0.0000,0.0000,4.6000,4.2000,3.8000,2.2000,2.4000,30.8360,31.0400,0,618,F,62.9000,1.0000,0.7232,0.7552,1
f0ba343e-ea16-40e4-830a-f87f429c1a74,0.6600,0.1667,0.0000,0.0000,5.6667,3.0000,3.8333,4.0000,2.5000,31.0180,31.3000,0,967,F,58.4167,0.3077,0.7424,0.6619,3
f23f3cb0-e3bf-4ce6-9f5f-79c554f48341,0.8600,0.0000,0.0000,0.0000,4.2857,2.5714,3.0000,2.7143,3.4286,30.5633,30.9900,0,878,F,60.2857,1.0000,0.8571,0.5117,1
fcca9bd3-5515-4baf-be71-0e9651abe373,0.1200,0.0000,0.1667,0.0000,5.1667,2.1667,2.1667,3.1667,3.0000,31.2400,31.2867,0,744,F,61.8333,0.0000,0.5701,0.6768,8
a3c017be-5eef-43d3-9c59-8029f132122f,0.0000,0.1667,0.0000,0.0000,3.6667,5.0000,3.6667,3.3333,1.0000,31.3267,31.2800,0,843,F,65.5833,1.0000,0.6596,0.5156,7
0c241105-f722-4b02-b8a7-33728324cf12,0.3000,0.0000,0.1429,0.0000,4.5714,1.7143,1.2857,2.4286,1.4286,31.1357,31.2333,0,1570,F,61.0000,0.6667,0.5425,0.4256,6
6891ebd8-3b57-482d-97d3-fb94e5092fce,0.3200,0.0000,0.0000,0.0000,4.1667,3.8333,3.8333,3.3333,2.6667,31.0467,31.2733,0,1159,F,70.2500,0.5000,0.2500,0.3337,5
9b54a351-825d-45a3-b2a2-30d583898535,0.3200,0.0000,0.0000,0.0000,5.5714,3.8571,2.8571,3.2857,3.4286,31.2357,31.3267,0,879,M,74.5000,0.0000,0.6725,0.6646,4
70919d0f-84e6-4172-9a02-0a7f398df660,0.3500,0.0000,0.2000,0.0000,5.0000,2.8000,2.6000,2.4000,1.6000,30.9760,31.0200,0,1264,M,70.1000,0.0000,0.0000,0.7357,2
8d4f80a6-fc3a-4680-b22d-7b8089dbf667,0.1900,0.0000,0.0000,0.0000,2.3333,3.5000,2.8333,3.8333,2.5000,31.0633,31.0000,0,546,M,66.0000,0.9711,0.0000,0.9457,8
56c1ec87-3d1b-4279-bd75-baa8c3b3e989,0.0000,0.0000,0.0000,0.0000,5.2000,4.8000,4.4000,3.6000,2.6000,31.2780,31.3667,0,1018,F,54.1000,1.0000,0.6400,0.7463,7
6dcaaae2-647e-41c9-9951-18142c2a9c1e,0.4500,0.1667,0.0000,0.0000,3.8333,4.0000,3.1667,2.0000,2.8333,30.9883,31.2300,0,817,F,60.0833,1.0000,0.7585,0.8682,6
35a4ab92-8f3d-430f-9acd-5ab7e9387aae,0.2700,0.0000,0.0000,0.2000,3.6000,4.8000,4.0000,4.0000,1.4000,31.3140,31.4133,0,980,F,59.0000,0.7258,0.4996,0.4283,5
b04bcf74-d4df-4621-b83f-e6b9fda9425e,0.3000,0.2000,0.0000,0.0000,3.8000,6.0000,4.6000,4.2000,1.4000,31.0860,31.2733,0,927,F,61.0000,0.0000,0.6355,0.5628,4
d5f4304d-438b-4947-aee0-a0dadf8d85de,0.3200,0.1667,0.0000,0.0000,4.5000,5.0000,5.1667,3.0000,3.1667,31.1967,31.1467,0,865,F,62.1667,0.4095,0.5398,0.5420,3
3aa7c0ae-0e75-41e2-be11-91e6b741ed14,0.4500,0.0000,0.0000,0.1667,3.1667,6.0000,4.3333,2.8333,2.6667,30.8317,30.9467,0,967,M,75.5000,0.0000,0.3333,0.3605,2
07e1b976-a353-40dc-84c3-2ae43072ba82,0.1500,0.1667,0.0000,0.0000,3.8333,5.0000,5.6667,3.8333,3.3333,31.0217,31.0533,0,1152,F,63.1667,1.0000,0.4286,0.6904,1
77cce7ff-3683-44cc-85cf-d0af577affdb,0.0000,0.2000,0.0000,0.0000,5.0000,4.4000,5.0000,4.8000,2.2000,31.4940,31.3767,0,1265,F,65.0000,1.0000,0.0000,0.3617,7
ef27fce4-ba9a-4837-b454-ed46d72200f8,0.8800,0.0000,0.0000,0.0000,3.7143,2.8571,4.7143,4.5714,3.4286,31.3071,31.4733,0,771,M,75.6429,0.1538,0.5135,0.4876,6
a86b6c62-60f1-4eed-a681-8985c29fa568,0.3700,0.0000,0.0000,0.0000,3.6667,2.0000,2.8333,3.0000,1.5000,31.0467,31.1833,0,838,M,69.6667,0.7103,0.6165,0.5062,5
378d6bd2-afde-455c-89c6-83df72854a67,0.4800,0.0000,0.1429,0.0000,3.4286,3.1429,2.7143,2.5714,1.1429,31.0271,31.0433,0,853,M,69.4286,0.2000,1.0000,0.6337,4
4c4b5467-cd19-48bc-933a-6932ca03135f,0.6000,0.0000,0.0000,0.0000,4.1667,6.3333,6.0000,2.8333,4.0000,30.9783,31.2067,0,1203,F,63.7500,0.0000,1.0000,0.6857,3
64c2b979-b0d1-49fe-8f09-f59d030bb043,0.8200,0.1667,0.0000,0.0000,3.0000,2.5000,2.3333,1.3333,3.3333,30.5567,30.5433,0,1070,F,61.6667,0.9286,0.0000,0.8283,2
752d4830-380f-4f90-8868-8eaa98f19851,0.7500,0.0000,0.0000,0.1667,3.3333,3.3333,3.0000,2.0000,2.6667,30.8567,31.1533,0,1032,F,63.2500,0.2500,0.4589,0.5037,1
595c50c3-2932-4804-94c5-d157307b9582,0.0800,0.0000,0.0000,0.0000,3.3333,5.1667,4.5000,3.8333,1.5000,31.1883,31.1300,0,921,M,71.0833,1.0000,0.4284,0.3837,7
8d31dbe6-1b08-4b7f-ace2-ccbdca5b5926,0.0000,0.2000,0.0000,0.0000,6.8000,4.8000,4.4000,4.2000,2.2000,31.3660,31.1300,0,690,M,80.2000,0.6182,0.4145,0.4526,6
624c73b6-7389-4a34-85b8-6fe3422fd74f,0.6200,0.0000,0.0000,0.0000,3.2000,2.6000,3.8000,3.2000,3.2000,31.0760,31.5033,0,918,F,59.9000,0.0476,0.4286,0.5132,5
8c46f18a-70f1-4b61-a560-8701264dc2d1,0.3600,0.0000,0.0000,0.0000,3.5000,3.1667,2.6667,3.3333,2.6667,31.0517,31.2100,0,856,M,72.3333,1.0000,0.5331,0.5316,4
50c4d6f9-d74d-47f0-8e02-a4f7fbd3d0a6,0.5900,0.0000,0.0000,0.0000,4.2857,3.8571,4.7143,4.7143,2.2857,31.1214,31.1900,0,850,F,62.1429,0.0000,0.4435,0.3801,3
cc713de9-4524-4aec-8774-78bc98fadf71,0.0600,0.0000,0.0000,0.0000,2.4000,3.6000,3.8000,4.2000,2.6000,31.1120,30.9967,0,547,M,71.8000,0.3333,0.2000,0.3831,2
c755dae3-bbe9-4dc2-8345-884fd9793a91,0.4400,0.0000,0.1667,0.0000,3.1667,2.6667,2.0000,2.3333,2.5000,30.9600,30.9833,0,1273,F,66.5833,0.5000,0.7500,0.6438,1
05a45b83-6cb1-45f8-9f06-e35476a09700,0.8700,0.0000,0.0000,0.0000,3.3333,2.6667,4.5000,4.3333,3.3333,31.3050,31.8400,0,767,M,75.7500,0.3077,0.4413,0.5163,6
35741c21-a40d-4203-aaff-5c61083386b6,0.3800,0.0000,0.2000,0.0000,4.8000,4.0000,5.0000,5.0000,2.0000,31.3240,31.2233,0,625,F,66.3000,0.1429,0.4932,0.4623,5
723f2b4c-91a0-47f8-afea-09ffada29491,0.1900,0.0000,0.0000,0.0000,3.8000,3.2000,3.8000,5.0000,2.4000,31.2860,31.2233,0,840,M,68.6000,0.5819,0.4475,0.6259,4
9b235ab5-c46f-49d1-b06c-748a611c14c4,0.5100,0.0000,0.0000,0.2000,3.0000,6.0000,4.2000,2.8000,2.4000,30.7760,30.7967,0,964,M,75.4000,1.0000,0.3672,0.3896,3
60d8db4e-25f2-468f-b604-4b49f88fa7ee,0.0000,0.0000,0.0000,0.0000,4.8000,2.4000,2.4000,3.4000,2.8000,31.3120,31.4533,0,741,F,61.8000,0.0000,0.4983,0.5648,2
cd0b1c9f-3591-435c-b5f7-35e9152d27ee,0.1400,0.0000,0.0000,0.2000,3.6000,5.4000,6.2000,4.4000,3.2000,31.0620,31.0767,0,1149,F,63.3000,0.0000,0.6595,0.6354,1
adba81d8-9c8d-46ea-bb42-cc1a900d4c7c,0.1400,0.2000,0.0000,0.0000,2.8000,1.4000,1.6000,1.8000,3.2000,30.7700,30.8267,0,946,M,68.7000,0.7308,0.7000,0.7190,7
830f3cbe-84cd-4b96-861e-7a1229eb77a9,0.2000,0.2000,0.0000,0.0000,3.8000,2.6000,2.0000,2.8000,2.4000,30.8960,30.9233,0,852,M,72.3000,0.8784,0.6771,0.6273,6
ef8a8ee1-12d8-4883-83ad-753a823a0e41,0.1400,0.0000,0.0000,0.0000,5.6667,3.6667,2.5000,3.0000,3.3333,31.2033,31.2833,0,876,M,74.4167,0.6977,0.7000,0.7167,5
c1c88fb5-3d62-4bc2-837c-a56e8dded2d3,0.6800,0.0000,0.0000,0.0000,4.8333,2.5000,3.0000,2.5000,3.3333,30.4340,30.6200,0,875,F,60.1667,0.0612,0.5940,0.6733,4
874adcd7-3914-4e4e-946d-01b9de1a46c0,0.5300,0.0000,0.0000,0.2000,3.4000,3.6000,2.8000,1.8000,2.4000,30.8020,31.0233,0,1028,F,63.1000,0.5000,0.4190,0.6351,3
aab900cc-ac07-4924-a094-5560abf4aea4,0.2900,0.0000,0.0000,0.0000,4.2000,3.0000,2.8000,3.2000,3.2000,30.8960,31.0167,0,1252,F,59.8000,0.3574,0.5822,0.5656,2
415bf8de-f7f4-4a96-86d7-f33ddba0eaf9,0.0000,0.0000,0.2000,0.0000,5.4000,3.0000,3.8000,3.8000,2.8000,31.2140,31.2667,0,603,F,57.9000,0.6250,0.5193,0.4121,1
29ed7063-a606-4a93-83d4-f5c576e3f6ac,0.0800,0.0000,0.0000,0.0000,2.8571,3.1429,3.1429,3.2857,3.4286,31.0314,31.3600,0,954,M,68.9286,1.0000,0.4703,0.5943,7
ab6d12e4-b56e-4bfb-aef2-995656777c66,0.0000,0.1429,0.0000,0.0000,2.8571,2.0000,2.2857,3.5714,2.5714,31.1100,30.9767,0,792,M,67.2143,0.6190,0.9053,0.5887,6
ac4e3c69-f02c-4e4d-80d5-d9675fd1db03,0.2400,0.1667,0.0000,0.0000,5.5000,1.8333,2.3333,3.1667,1.6667,31.2250,30.9200,0,1036,M,75.0000,0.2267,0.4595,0.5637,5
45e70454-90a8-4efb-a474-76c2af68480a,0.2300,0.0000,0.0000,0.0000,4.2857,3.2857,3.1429,3.5714,3.4286,30.9257,31.1567,0,1260,F,60.0714,0.8333,0.5938,0.5154,4
0e367396-08d1-4675-99f1-37a4dd10e795,0.5200,0.0000,0.0000,0.0000,3.7143,3.2857,4.4286,3.7143,2.8571,31.0914,31.0067,0,870,F,60.7143,0.6563,0.1493,0.5542,2
6b0b2bbe-45b8-4617-b667-cfcf069e00af,0.5300,0.1429,0.0000,0.0000,4.7143,3.1429,3.2857,2.8571,3.4286,30.7486,30.6967,0,968,F,64.1429,0.4063,0.6540,0.6202,1
c3d6d414-43f5-4812-b19a-4f04c242be3b,0.8000,0.0000,0.1429,0.0000,4.7143,4.1429,4.1429,3.4286,2.2857,30.9329,31.0700,0,1251,M,75.2143,0.4545,0.6544,0.6083,6
45447307-f75f-440d-ae75-c0006af7e22e,0.3000,0.0000,0.0000,0.0000,4.5714,2.8571,3.2857,3.8571,2.0000,31.2514,31.1633,0,947,M,68.3571,0.0000,0.5143,0.4986,3
379bbcab-c14f-47d8-af6c-6a7285ec00ab,0.7800,0.0000,0.0000,0.0000,4.1429,3.0000,3.1429,3.7143,1.1429,30.9500,31.0333,0,1061,F,68.0714,0.2000,0.3910,0.6011,1
63157418-ade2-47fd-9e0b-0fa60fff0198,0.2800,0.0000,0.0000,0.0000,4.7143,4.7143,4.5714,3.2857,2.5714,31.1114,31.0700,0,823,F,60.2143,0.8333,0.3703,0.6362,8
147f189e-72b6-4435-ba3a-6bd8eb1c140f,0.8300,0.0000,0.0000,0.1429,3.5714,4.0000,2.8571,2.4286,1.1429,30.9057,30.5167,0,817,F,53.1429,0.8333,0.4455,0.6975,7
3c8bd9a2-1aa9-456e-a99a-b0e7220b298f,0.3800,0.0000,0.0000,0.0000,2.7143,3.7143,3.8571,4.7143,1.5714,31.1071,31.0267,0,1294,M,80.5714,0.1250,0.1940,0.4250,5
60b19abf-5316-464e-ae66-cf49181a394f,0.1600,0.0000,0.0000,0.0000,5.0000,3.4286,3.5714,3.2857,2.1429,31.2814,31.2800,0,994,M,68.0000,0.7907,0.3754,0.7207,4
e8fa4d78-0072-4624-95a3-56801bb82ff2,0.0000,0.0000,0.0000,0.0000,4.5714,5.8571,5.0000,3.2857,1.7143,31.3314,31.4067,0,701,F,56.0000,0.4975,0.4395,0.5426,2
ec61f96d-da74-4bc2-8297-34d30901a140,0.1300,0.0000,0.0000,0.0000,3.0000,1.8571,2.1429,4.0000,2.1429,31.2300,30.9333,0,1250,F,60.2143,1.0000,0.6665,0.4372,8
9243821b-983b-4fe4-b547-641f725fdbb4,0.0000,0.0000,0.0000,0.0000,4.2857,4.5714,5.2857,5.0000,1.0000,31.2257,31.0167,0,973,F,62.5000,1.0000,0.4300,0.4169,7
b27cfb34-a602-4e32-9d69-376987578a52,0.1900,0.0000,0.0000,0.0000,3.8571,4.2857,4.8571,5.0000,2.5714,31.2843,31.0267,0,634,F,66.0000,0.3795,0.2529,0.4847,6
62cbc8d1-c10f-467d-b4c6-de48cfd89835,0.0300,0.0000,0.0000,0.0000,5.0000,4.2857,4.1429,4.1429,2.1429,31.2857,30.9400,0,1061,F,62.1429,0.2000,0.0751,0.4551,5
dc057834-6d7e-485d-b996-a348abc15200,0.0100,0.2000,0.0000,0.0000,5.8000,3.8000,4.6000,5.2000,0.6000,31.5200,31.1000,0,850,F,61.6000,0.7400,0.0000,0.3538,4
6dec9820-4cfb-4a17-b8e9-59a86d249b01,0.4400,0.1429,0.0000,0.0000,2.5714,2.5714,1.5714,3.7143,2.5714,31.0543,31.0033,0,885,M,72.9286,0.0000,0.7228,0.4138,3
3eb75b05-3e01-426a-a2d4-a2cc1109e2a0,0.5800,0.0000,0.0000,0.0000,4.2857,4.4286,5.0000,3.5714,3.4286,30.9129,30.6667,0,1158,F,62.9286,1.0000,0.4470,0.6887,2
2e77b8c9-7cdc-4b83-81c9-fdd7b835ca30,0.4500,0.1429,0.0000,0.0000,5.1429,2.5714,2.5714,3.7143,3.1429,31.1557,30.9000,0,750,F,61.9286,0.6132,0.7382,0.5954,1
17444d4b-3629-461e-a4a1-95f501e4f2ac,0.8200,0.0000,0.0000,0.1429,4.8571,3.4286,3.1429,3.0000,0.8571,30.8671,30.8867,0,612,F,61.5714,0.0000,0.7162,0.5477,7
1408882d-0985-4808-81e8-49ec0a6358a4,0.5400,0.0000,0.0000,0.1429,3.4286,6.0000,4.7143,3.5714,2.8571,31.0586,30.8333,0,637,M,65.3571,1.0000,0.8508,0.4242,6
18bf4aae-14fc-4c5b-b0b7-7f9bd32b49ec,0.0000,0.0000,0.0000,0.0000,4.8571,2.4286,3.1429,3.7143,2.0000,31.3343,31.2933,0,1576,F,61.0714,0.0000,0.1926,0.6290,5
f7988172-a922-4116-924c-9a9bfbf60294,0.5300,0.1429,0.0000,0.0000,3.2857,1.5714,1.4286,2.7143,3.0000,31.0529,30.7533,0,855,F,65.3571,0.8155,0.7617,0.6168,4
1e33a553-f85d-44f9-90b6-d11a5f19ce33,0.6000,0.1429,0.0000,0.0000,4.8571,4.2857,2.5714,2.7143,2.8571,31.1243,30.8967,0,885,M,74.5000,1.0000,0.8986,0.5474,3
d50863be-721c-45d3-b633-6c4deccfa6c1,0.3600,0.0000,0.0000,0.0000,4.7143,5.5714,4.1429,3.1429,1.8571,31.0300,30.8333,0,1208,F,59.2143,0.2857,1.0000,0.6166,2
bca0f31f-41d3-41e7-a3b0-c792624aca9c,0.5500,0.0000,0.1667,0.0000,4.3333,2.1667,2.5000,3.3333,2.0000,30.8950,30.9167,0,956,M,71.2500,0.7500,0.8136,0.4804,1
7d026a65-31da-4734-ab18-18d3e47a899e,0.0000,0.0000,0.0000,0.0000,3.2857,2.2857,1.8571,2.5714,2.7143,31.0814,31.2533,0,1278,F,66.6429,0.5000,0.3679,0.6049,7
f924cda7-d468-4fd2-9cab-b8ed376b88dc,0.0700,0.0000,0.1429,0.0000,5.1429,3.4286,3.2857,3.2857,2.2857,30.9117,30.5500,0,625,M,76.2857,0.7200,0.9051,0.7004,6
66804482-428e-4c72-8525-657aa2807f24,0.0400,0.0000,0.0000,0.1429,3.2857,5.0000,4.0000,2.7143,3.4286,30.7971,30.7400,0,973,M,75.6429,1.0000,0.4626,0.4327,5
b1ce6021-1526-4677-b2f5-1ad195ff3e84,0.4000,0.1429,0.0000,0.0000,3.5714,2.4286,2.8571,2.5714,2.8571,30.5350,30.6100,0,884,F,60.6429,0.5227,0.0000,0.7106,4
350583f0-2670-4674-b276-b07427ae1db1,0.1600,0.0000,0.0000,0.0000,5.1429,4.4286,4.0000,2.7143,2.2857,30.8157,30.7333,0,625,F,63.0000,0.0000,0.3169,0.7854,3
dff7729f-a736-43ad-b82e-22734e802ce5,0.1900,0.1429,0.0000,0.0000,5.4286,2.7143,2.2857,2.1429,1.7143,30.8100,30.5933,0,1270,M,70.0714,0.7126,0.7819,0.6453,2
f2019b01-943b-4c7f-bd2d-bd6e337192af,0.0000,0.0000,0.1667,0.0000,4.0000,3.6667,3.6667,3.5000,2.0000,30.9233,30.6300,0,1281,F,66.7500,0.0000,0.4624,0.6511,1
59f8000d-a2af-42a4-9152-205151e78bb9,0.2200,0.0000,0.1429,0.0000,3.5714,3.7143,3.4286,3.2857,1.7143,31.2633,31.4067,0,579,M,73.9286,0.7887,0.4207,0.7836,8
f76139fc-8376-437f-9947-79659e5e733b,0.0000,0.0000,0.0000,0.1429,3.0000,4.0000,3.8571,3.7143,2.4286,31.2043,31.3333,0,553,M,71.7857,1.0000,0.4749,0.5490,7
e9a76617-ffc9-4154-b498-f1c13d908c43,0.6900,0.0000,0.0000,0.1667,4.3333,3.6667,4.6667,3.0000,0.5000,30.8517,30.5367,0,958,M,74.1667,0.3507,0.4935,0.6444,6
66b8cfe6-d1a1-47b2-8499-282bb9d6e256,0.0300,0.0000,0.0000,0.0000,4.4286,3.2857,2.8571,3.7143,1.1429,31.2400,31.2267,0,859,M,69.6429,0.3769,0.0577,0.5295,5
b884c229-f021-4c50-9c08-60d8b76e258c,0.5500,0.0000,0.0000,0.0000,3.8571,2.4286,2.2857,2.7143,2.2857,31.0686,31.0267,0,703,F,65.7857,0.5723,0.3423,0.4900,4
