@relation Metric
@attribute PID string
@attribute SFT numeric
@attribute W numeric
@attribute P numeric
@attribute S numeric
@attribute B numeric
@attribute E numeric
@attribute St numeric
@attribute F numeric
@attribute G numeric
@attribute T7 numeric
@attribute T3 numeric
@attribute U numeric
@attribute A numeric
@attribute Se {M, F}
@attribute LB numeric
@attribute PF numeric
@attribute TF numeric
@attribute RHF numeric
@attribute Fi numeric
@data
d5438690-0892-4bbe-8be6-39a95173844d,0.3100,0.0000,0.0000,0.0000,4.4286,3.0000,2.7143,4.0000,2.1429,31.0814,31.0200,0,850,M,68.4286,0.3874,0.6374,0.4892,3
13b938dd-9ac0-4ed0-a916-8d1c7d835ca2,0.2800,0.0000,0.0000,0.0000,6.1429,3.2857,3.4286,4.1429,1.0000,31.2286,31.1433,0,696,F,68.3571,0.2778,0.6879,0.4803,2
85399d33-259a-4207-9c2d-a147dfd1f5ea,0.7000,0.1429,0.0000,0.0000,3.5714,2.4286,2.0000,1.1429,2.8571,30.6486,30.7867,0,1076,F,62.0000,0.0000,0.9719,0.8260,1
d634e424-c70f-4ff0-b100-d7b0f5e10bba,0.3800,0.0000,0.1429,0.0000,3.0000,3.0000,2.7143,3.5714,2.5714,31.2400,31.6067,0,862,M,72.4286,0.9000,0.4875,0.4285,6
788ab604-f730-4c8b-8f5f-e367f416ac90,0.1500,0.1429,0.0000,0.0000,2.8571,2.5714,5.1429,4.5714,3.2857,31.5400,31.3200,0,777,M,75.7143,0.4535,0.8313,0.4203,3
56b6b971-0b3c-4aff-bb1b-600588084bc8,0.0500,0.0000,0.1429,0.0000,4.0000,5.1429,3.7143,3.4286,1.4286,31.2843,31.0933,0,850,F,65.4286,0.4615,0.5979,0.5141,8
c6873785-b0dc-4b19-9a40-a43b0713496f,0.2700,0.1429,0.0000,0.0000,3.8571,5.1429,4.8571,4.2857,1.4286,31.2686,31.2467,0,879,M,70.0714,0.3610,0.6104,0.4335,7
a6cae623-09a5-4394-8cac-45786389bece,0.2800,0.0000,0.0000,0.0000,5.1429,4.7143,4.7143,3.4286,0.8571,31.1000,30.9400,0,924,M,69.2143,0.0000,0.0924,0.4845,5
3f64552b-2bc2-439d-a9e8-4a739cfb82fb,0.0000,0.1429,0.0000,0.0000,4.7143,3.8571,4.5714,4.5714,2.1429,31.5200,31.4033,0,1271,F,65.2143,0.5833,0.5554,0.2436,4
16d3ba18-cac2-4533-8f34-82601803b6e0,0.1100,0.1429,0.0000,0.0000,4.7143,1.5714,1.1429,3.0000,3.0000,31.2529,31.1733,0,995,F,62.0714,0.4000,0.6462,0.6059,2
3ff7182c-9f22-402b-8edf-9e031ec16813,0.5400,0.0000,0.0000,0.1429,4.2857,4.0000,3.5714,3.5714,1.7143,31.0600,30.8667,0,970,F,63.2143,0.4967,0.7568,0.5741,1
6c1bb635-2d89-4e96-a55b-2397383c8255,0.5700,0.1429,0.0000,0.0000,4.4286,3.7143,3.8571,3.1429,1.8571,31.0743,30.9633,0,1222,M,76.8571,0.5912,0.5251,0.5597,8
53cc0dcf-2dfd-468a-85fc-6319ec7874ee,0.5600,0.0000,0.1667,0.0000,4.6667,3.1667,2.6667,3.0000,3.3333,30.9183,31.1167,0,1257,F,60.0000,0.8767,0.7001,0.5344,7
bda4312d-958f-4036-9b22-e57f8d3228f6,0.2800,0.0000,0.0000,0.1429,3.4286,5.0000,3.4286,2.8571,2.7143,30.9114,30.8367,0,999,M,75.3571,1.0000,0.4169,0.4181,6
d4c6afb4-1e0f-44b8-a978-ec9911651d19,0.0000,0.0000,0.0000,0.0000,3.6667,4.1667,3.6667,4.1667,2.1667,31.3033,31.4100,0,844,F,61.1667,0.5000,0.7019,0.6699,5
0a2275de-c9bc-41a7-93f3-03a3ffe7cb87,0.2700,0.1667,0.0000,0.0000,5.5000,2.6667,3.3333,3.3333,3.0000,31.1633,31.2867,0,608,F,57.9167,0.8333,0.4478,0.5394,4
cf7bcec0-d2b7-4083-a27c-0fe6f54ca629,0.6100,0.1429,0.0000,0.0000,5.7143,4.4286,3.5714,3.5714,1.7143,30.9971,31.0233,0,965,F,63.4286,0.0000,0.6866,0.7299,3
3fc39172-1931-4246-be43-77b8729566f9,0.6700,0.0000,0.0000,0.1429,3.5714,3.5714,3.4286,2.8571,2.0000,30.9486,31.2133,0,854,M,79.3571,0.5330,0.8231,0.9138,2
58847731-412c-46c4-8902-f1eb1558d063,0.4200,0.1429,0.0000,0.0000,4.8571,4.4286,4.1429,4.0000,2.1429,31.1871,30.9900,0,1572,F,65.7143,0.1100,0.4511,0.2691,1
e0ec9f9f-6a5a-49b2-b2d9-74c68dd0c689,0.1700,0.0000,0.0000,0.0000,3.6667,4.1667,3.5000,3.3333,1.3333,31.0650,31.2400,0,1469,F,60.5000,0.7399,0.7040,0.6439,8
ccbffd34-be6d-4d5d-a352-03267694d998,0.2600,0.0000,0.0000,0.0000,3.0000,2.3333,2.5000,2.6667,3.3333,30.9567,31.1667,0,951,M,68.7500,0.6667,0.7142,0.6383,7
64b13b77-0265-471d-b5ad-9c67c29cae73,0.4400,0.0000,0.0000,0.0000,3.8571,6.1429,5.8571,5.1429,2.2857,31.1900,31.2533,0,1115,F,60.5714,0.2627,0.3397,0.3555,6
8df50e0e-3051-4fa3-b893-c243a4ebd0a7,0.2900,0.0000,0.0000,0.0000,4.3333,4.1667,4.8333,5.0000,2.3333,31.3183,31.2000,0,630,F,66.0833,0.7479,0.3466,0.4116,5
f49fa1bd-5eb0-4aba-ac8d-ec46b3380d2b,0.0900,0.0000,0.0000,0.0000,4.1667,6.0000,6.1667,5.5000,2.5000,31.1917,31.2400,0,1214,F,59.5000,1.0000,0.3162,0.1603,4
953edabe-de1c-4413-a594-cccbb0add555,0.2900,0.1667,0.0000,0.0000,2.8333,2.3333,1.6667,2.3333,1.8333,31.0683,30.9300,0,1187,F,66.7500,1.0000,0.5513,0.7239,3
4eb76f8e-598e-491b-aac1-908951c0fd4f,0.0000,0.0000,0.0000,0.0000,4.6667,3.1667,3.0000,3.8333,2.3333,31.1083,31.2200,0,940,M,69.1667,0.3176,0.5537,0.5827,2
146aa2cf-3310-4e84-a96f-7d17cfc29f45,0.2800,0.0000,0.1667,0.0000,4.3333,3.5000,3.6667,3.1667,3.3333,30.8350,30.8400,0,965,F,64.2500,1.0000,0.5623,0.5716,1
c2ddb6ef-9dff-465c-836a-ba68aab1f974,0.4100,0.0000,0.0000,0.1667,3.6667,2.5000,3.0000,3.5000,0.6667,30.9583,31.0700,0,1058,F,68.0833,0.0000,0.4772,0.4955,5
868dbd14-d458-4ad8-82e6-e3c8a63040f2,0.4300,0.0000,0.1667,0.0000,5.0000,4.3333,4.3333,3.6667,2.0000,30.9600,31.1033,0,1248,M,75.1667,0.7455,0.4918,0.4877,2
5fdca87c-d9c4-4cc7-a37c-c507fa0140c8,0.4400,0.0000,0.0000,0.1429,4.2857,3.8571,4.2857,3.0000,2.2857,30.9800,30.7867,0,868,F,60.8571,0.6813,0.6201,0.6129,7
e3ea19cb-7b4d-4492-9435-80e0c0ced4ad,0.0000,0.0000,0.0000,0.0000,3.8571,4.2857,4.2857,3.5714,2.8571,31.0243,31.2300,0,1162,F,70.2143,1.0000,0.3196,0.4774,6
9faaee52-e886-40c4-9c95-50d7ca20beab,0.0300,0.0000,0.0000,0.1429,4.5714,5.0000,5.0000,3.0000,3.2857,31.1386,30.8967,0,868,F,62.2857,0.7500,1.0000,0.2323,4
96a74a0d-1d97-4e99-8949-6fbc97a90540,0.4400,0.0000,0.0000,0.0000,4.6667,3.3333,3.3333,3.0000,0.3333,30.8817,31.1667,0,609,F,61.4167,0.0000,0.7591,0.8272,3
9113ba50-631a-47f4-91b6-60a5c95ae712,0.3400,0.0000,0.0000,0.1429,5.5714,2.8571,3.7143,3.8571,2.7143,30.9467,31.0633,0,970,F,58.5714,0.0000,0.0772,0.5642,1
916e8991-8801-4b36-a864-a5df4f4eca89,0.0000,0.0000,0.0000,0.0000,4.5714,4.5714,4.1429,4.4286,1.8571,31.1433,31.0700,0,767,F,51.1429,0.1429,0.5635,0.5625,7
7f78801b-ebe4-48f2-819a-5246902a6f0b,0.3000,0.0000,0.0000,0.0000,2.0000,3.3333,3.5000,4.5000,1.1667,31.0667,31.1233,0,1291,M,80.6667,1.0000,0.2568,0.3297,6
6fdec63d-cc16-4f7f-9ff6-fb0316f69829,0.0400,0.0000,0.0000,0.0000,5.1667,4.3333,4.0000,4.0000,1.8333,31.3650,31.0433,0,1058,F,62.3333,0.2000,1.0000,0.1696,5
69c6b6d8-dcbf-4441-8bf3-32a6672c6191,0.1000,0.1667,0.0000,0.0000,5.1667,5.6667,4.1667,3.0000,1.5000,31.0850,30.9467,0,1205,F,59.2500,0.3975,1.0000,0.2437,4
d033fdb7-af5d-4b5e-98fe-2a879fb22fee,0.4700,0.0000,0.1429,0.0000,3.0000,5.5714,4.0000,2.7143,2.8571,30.7843,30.8000,0,970,M,75.6429,0.2500,0.4835,0.4265,3
e695f83b-8bf6-4256-acf7-223578afe973,0.4300,0.2000,0.0000,0.0000,3.8000,4.0000,4.0000,3.8000,1.6000,31.0000,30.8633,0,1278,F,66.8000,1.0000,0.0053,0.2844,2
1c4a5850-1849-437b-b4e4-e92d48b3d04b,0.1500,0.0000,0.0000,0.1429,3.7143,1.7143,1.7143,3.2857,2.4286,31.1014,31.0933,0,852,F,65.4286,0.8333,0.4303,0.7044,1
73c82305-6a5d-4325-a3c7-7db28bad747b,0.0000,0.0000,0.0000,0.0000,6.6667,5.0000,4.3333,4.6667,2.6667,30.8767,30.8767,0,984,F,62.3333,0.4000,0.8922,0.5925,7
ca359597-1840-4280-bfaa-79abf1aa46b6,0.1800,0.1429,0.0000,0.0000,5.2857,4.0000,3.7143,3.7143,2.7143,31.1543,30.7967,0,1574,F,66.0000,0.6000,0.4178,0.3565,6
782f05ce-c261-4623-b569-5d6375066cc5,0.1300,0.0000,0.0000,0.0000,4.1429,4.0000,4.2857,3.7143,2.1429,31.0871,30.8867,0,1224,M,77.0714,0.5000,0.4318,0.5342,5
35286090-6ac2-4bf8-bf22-1215f466b5ed,0.2800,0.1429,0.0000,0.0000,3.8571,1.8571,1.8571,2.2857,1.7143,31.0014,30.8767,0,700,F,65.8571,0.0000,0.0000,0.5375,4
f868844f-54dd-4499-8e7c-cd290b222487,0.1700,0.0000,0.0000,0.1429,4.7143,4.0000,3.4286,3.4286,1.7143,30.9314,30.8100,0,967,F,63.3571,0.8333,0.8541,0.8364,3
12230e41-67aa-4900-9076-dd30ead21011,0.2300,0.0000,0.1429,0.0000,3.2857,3.4286,3.2857,2.8571,2.1429,30.9000,30.8467,0,856,M,79.5000,1.0000,0.0000,0.0000,2
adbda8ce-ea4d-461f-96d1-c51f266dc83a,0.0900,0.0000,0.0000,0.0000,4.0000,4.1429,4.1429,4.0000,1.7143,31.2500,31.5967,0,1472,F,60.5714,0.4286,0.7113,0.4998,7
bea40e5d-dcd7-481d-a073-4afc101ba226,0.0500,0.0000,0.0000,0.0000,3.7143,5.0000,3.7143,3.0000,3.2857,30.9171,30.8600,0,1002,M,75.3571,0.2427,0.2462,0.6412,6
6f0faa98-0a05-4daf-b2a7-17e5caf4bd50,0.0000,0.0000,0.1429,0.0000,5.1429,3.0000,2.8571,3.5714,2.5714,31.0729,31.1567,0,943,M,69.2857,0.5107,0.7752,0.5461,5
cc3be493-fca4-4ecc-a27f-95983a529729,0.2700,0.1429,0.0000,0.0000,5.7143,3.0000,3.7143,3.8571,2.8571,31.0033,30.6900,0,972,F,58.3571,0.2300,0.4361,0.6132,4
f5a1ec35-d264-48dc-8acb-ae2a47cb337c,0.0400,0.0000,0.0000,0.0000,5.5714,2.5714,3.5714,3.4286,3.1429,31.1257,31.1100,0,611,F,58.0714,0.7500,0.1910,0.5155,3
808d5463-609e-4afc-99be-567993bfb4cb,0.2100,0.0000,0.0000,0.1429,3.1429,2.4286,1.8571,2.4286,2.1429,31.0400,30.8333,0,1190,F,66.6429,1.0000,0.3634,0.6254,2
72dd3df8-3188-4e32-acda-72f4ce9c81db,0.0700,0.0000,0.0000,0.0000,4.8571,5.5714,5.2857,3.2857,3.2857,31.1714,30.8300,0,870,F,62.4286,0.7297,1.0000,0.2703,1
d64b33d6-1d72-4a7d-9dcc-31c29fc03acf,0.0000,0.0000,0.0000,0.0000,4.5714,2.5714,2.5714,3.4286,3.1429,31.1157,31.1900,0,946,M,69.0714,0.7500,0.5949,0.5769,7
4ac2b53a-3867-459e-8516-724d4e46e616,0.1600,0.0000,0.0000,0.0000,4.5714,3.5714,5.0000,4.8571,2.0000,31.3986,31.2700,0,1410,M,73.2143,0.3571,0.2902,0.3953,6
33590406-fbf8-4cb5-a3b9-e0255fa577a3,0.5000,0.1429,0.0000,0.0000,4.5714,4.4286,4.0000,3.7143,2.0000,31.0883,30.9467,0,772,F,51.1429,0.0000,0.6606,0.6214,5
3b574b16-0298-41b6-8a8e-0ef7312bd8e7,0.4400,0.0000,0.1429,0.0000,2.8571,3.2857,3.1429,3.0000,2.2857,30.9900,30.8933,0,860,M,79.5000,0.2727,0.8653,0.7173,4
5794b998-cc36-4535-b762-abccce0a0a2b,0.6000,0.0000,0.1429,0.0000,4.2857,4.4286,4.1429,2.7143,3.4286,30.8600,30.6567,0,1160,F,62.9286,0.3673,0.5502,0.5639,3
68904d9c-4caa-46b3-b662-5cac2ad0b3ef,0.2100,0.0000,0.0000,0.0000,6.2500,5.5000,5.0000,5.2500,3.0000,31.1425,31.2600,0,988,F,62.2500,0.2571,0.3452,0.1189,2
ca8abdbc-d8d5-479e-a5ee-4f32964fc481,0.1300,0.0000,0.0000,0.0000,4.5714,3.8571,3.7143,4.0000,3.4286,30.9657,30.9367,0,1263,F,60.0714,0.0000,0.4754,0.5066,1
d34e9c54-a14d-4b0c-bf35-ddc3880c0a42,0.1500,0.1429,0.0000,0.0000,5.1429,6.7143,5.8571,2.7143,2.5714,31.1800,31.1933,0,1154,F,56.4286,0.3333,0.4624,0.4256,7
064abe90-edbf-4d87-8a3d-4a04c72343e0,0.2100,0.0000,0.0000,0.0000,5.2857,4.5714,4.5714,4.1429,2.8571,31.0686,30.9567,0,1253,M,75.1429,1.0000,0.5370,0.5688,6
cafdea39-e1be-4ed0-80d7-5fbf74bdcc78,0.3900,0.0000,0.0000,0.0000,5.5714,3.2857,3.7143,3.5714,2.8571,30.9933,30.7533,0,975,F,58.5714,0.7190,0.6090,0.6350,5
cb64f6a1-4aea-4e2d-8fa1-49403368ff98,0.1700,0.0000,0.0000,0.0000,4.4286,5.4286,4.0000,3.2857,3.4286,30.9571,31.0100,0,1005,M,75.5714,1.0000,0.3460,0.5622,4
fd4d1c24-e346-4408-b53a-3577fbc7a1ce,0.1200,0.0000,0.0000,0.0000,4.1429,6.8571,6.0000,3.2857,3.4286,31.1557,31.2367,0,1210,F,63.6429,0.0000,0.4353,0.6711,3
50b7649e-61cb-4fe1-a263-1820a187538e,0.0000,0.0000,0.0000,0.0000,5.4286,5.4286,5.0000,5.0000,2.1429,31.4714,31.5100,0,697,M,80.2143,0.3739,0.1618,0.4406,2
59fd1112-2088-4b30-ba36-2f64f2db77ff,0.3000,0.0000,0.1429,0.0000,4.1429,3.7143,4.7143,3.8571,2.8571,31.1543,30.9533,0,873,F,60.5000,0.0000,0.4497,0.4477,1
0840c578-b137-408e-83f4-a2253dc95960,0.1500,0.0000,0.0000,0.0000,2.2857,2.1429,3.0000,4.0000,3.1429,31.0757,30.9967,0,796,M,67.1429,0.0000,0.6254,0.7060,7
91afbb32-f49d-45e9-ab1d-e781b01968ba,0.0200,0.0000,0.0000,0.0000,4.7143,3.0000,3.5714,3.4286,2.4286,31.2171,31.1233,0,997,M,67.8571,0.5714,0.4871,0.2714,6
1e624e2e-9dc4-439f-a534-a09bd0fbfd1a,0.0700,0.0000,0.0000,0.0000,3.5714,4.4286,5.2857,4.8571,1.2857,31.2343,31.0167,0,976,F,62.5000,0.2857,0.4427,0.5815,5
dbbeff1e-b7cc-4e8f-b314-aea023fa6610,0.2400,0.0000,0.0000,0.1429,3.1429,5.4286,4.5714,4.0000,1.5714,31.1371,31.2267,0,936,F,60.7857,0.0000,0.4281,0.4958,4
85a1cf2a-9c29-4e42-9b27-a27c87655cb5,0.4400,0.0000,0.0000,0.0000,4.8571,4.2857,3.7143,3.7143,2.7143,31.2557,30.9867,0,1579,F,65.9286,0.5887,0.4517,0.4865,3
1d40e69a-25fc-4e03-a7bf-5a29f8fa7ca3,0.6800,0.1429,0.0000,0.0000,5.2857,3.2857,3.2857,2.7143,3.4286,30.7386,30.5133,0,972,F,64.0000,0.1111,0.7145,0.6611,2
31c08be7-72e7-4dd0-81d1-1bd04c4223e5,0.0000,0.5000,0.0000,0.0000,5.0000,5.0000,4.5000,3.5000,4.0000,31.1650,31.1650,1,1261,F,69.0000,0.7500,0.2258,1.0000,1
bbba1684-f7de-4961-88f1-84181a8a6caf,0.3900,0.1429,0.0000,0.0000,4.7143,3.2857,3.7143,3.2857,2.4286,31.1714,31.1567,0,1171,F,61.9286,0.4269,0.7742,0.7971,7
d1b3f14f-5352-43f8-9445-83f27a679720,0.4900,0.1429,0.0000,0.0000,4.7143,5.2857,4.8571,2.8571,3.2857,31.0329,30.7000,0,874,F,62.4286,0.1000,0.3743,0.2959,6
15fb6f7e-46c2-4701-8ebf-43b28804e992,0.3900,0.1429,0.0000,0.0000,5.1429,4.1429,3.5714,2.4286,2.1429,31.1414,30.9933,0,1331,F,64.5714,0.0000,0.7109,0.6730,5
ff25de8c-569a-4507-9875-5ce5cdb32919,0.0000,0.0000,0.1429,0.0000,5.0000,5.8571,5.2857,3.2857,1.8571,31.3129,31.2867,0,704,F,55.9286,0.7143,0.5867,0.4778,4
7f18ea96-4202-4667-9262-54df5e535cf6,0.2700,0.0000,0.0000,0.0000,4.5714,4.4286,4.8571,4.2857,2.4286,31.2400,31.2000,0,1229,M,77.2143,0.0000,0.3502,0.4863,3
e2edd836-6a8f-408e-af3e-14133c7da0bf,0.0600,0.0000,0.0000,0.1429,3.4286,3.1429,1.8571,3.8571,2.5714,31.1200,30.9167,0,888,M,72.7857,0.0000,0.5348,0.4466,2
8e1674fa-6e8c-451d-89c2-dc0a5dde99a8,0.2700,0.0000,0.0000,0.0000,3.8571,4.0000,3.5714,2.7143,2.8571,31.1086,31.3467,0,1040,F,63.4286,1.0000,0.5952,0.6787,1
8977fe86-2f24-45ae-af72-cd43700d1410,0.5400,0.0000,0.0000,0.1429,5.4286,2.4286,2.2857,2.1429,1.1429,30.7271,30.6300,0,1282,M,70.1429,0.0678,0.7443,0.9280,5
7a63429c-5e19-4257-a9e8-7459956c59bf,0.2400,0.1429,0.0000,0.0000,4.4286,3.7143,4.7143,4.8571,2.5714,31.1929,31.1233,0,1588,F,60.8571,0.2000,0.3172,0.4477,2
ca792a3f-6fd5-4dfb-9775-cbd6ee691235,0.1800,0.0000,0.0000,0.0000,5.2857,3.5714,3.8571,4.0000,3.4286,30.9986,30.9033,0,1273,F,60.0000,1.0000,0.5675,0.3508,1
c825de84-9d65-4e21-ac28-0658af43481d,0.1600,0.0000,0.0000,0.0000,4.5714,3.0000,4.2857,4.0000,2.1429,31.2857,31.1567,0,1282,F,65.3571,0.2000,0.5792,0.9054,7
03419cc6-31e7-4854-9dee-9573dd4da7ef,0.1700,0.0000,0.0000,0.0000,7.5000,3.5000,4.0000,3.5000,4.0000,31.0900,31.0900,1,1346,M,74.0000,0.0000,1.0000,1.0000,6
3fadf414-9333-43e2-a719-3a7238737e42,0.5500,0.0000,0.0000,0.0000,4.8571,3.2857,4.2857,3.7143,0.7143,31.0671,30.8233,0,873,F,65.0000,0.6144,0.5101,0.0000,4
0f98e727-8bdb-4644-90df-0d550f75daac,0.0000,0.1429,0.0000,0.0000,4.1429,5.2857,4.5714,2.7143,0.8571,31.3357,31.2500,0,1013,F,64.0000,0.2500,0.7827,0.6871,3
3c38d07c-6cc7-4660-99e1-e0cb99a45031,0.0000,0.0000,0.0000,0.0000,5.0000,6.4286,6.1429,3.1429,2.7143,31.3943,31.6233,0,1157,F,56.3571,0.5000,0.6350,0.6802,5
8bb646ce-2606-46ff-8063-47c8a06a9786,0.0600,0.1667,0.0000,0.0000,2.8333,2.1667,2.8333,2.0000,1.5000,31.0817,31.1233,0,1255,F,57.2500,0.9758,0.7572,0.8279,2
c8fc7c2b-c12e-4110-92d4-5d81bde6fe73,0.0100,0.1429,0.0000,0.0000,3.5714,3.0000,3.0000,4.1429,1.4286,31.5114,31.1467,0,622,F,64.3571,0.3125,0.5156,0.6471,1
f4926102-4077-42ae-a2e9-018f8fcacb42,0.2000,0.1429,0.0000,0.0000,4.0000,3.2857,3.8571,3.0000,2.8571,30.9843,30.8967,0,876,F,60.5714,1.0000,0.6802,0.4592,6
ae84ffb1-1584-4f81-8ddb-c1a8dc07293b,0.1300,0.0000,0.0000,0.0000,5.0000,4.1429,4.8571,4.5714,2.5714,31.4314,31.2267,0,1413,M,73.1429,0.0667,0.4176,0.3176,3
c8d498e6-ead6-488e-aa71-b5d2c347bcee,0.3300,0.0000,0.2000,0.0000,6.2000,5.0000,4.6000,4.6000,3.2000,31.0800,31.3200,0,991,F,62.3000,0.0000,0.4508,0.5592,7
83e121a7-fac4-4baa-b48a-27ba5f0bb0da,0.2100,0.0000,0.0000,0.0000,5.2857,4.6667,4.4286,4.1429,2.8571,31.1729,31.2633,0,1256,M,75.0714,0.0000,0.5908,0.6164,6
453124e0-a000-4130-8eae-64acd7027747,0.0000,0.0000,0.1429,0.0000,4.8571,4.5714,4.1429,4.2857,2.7143,31.3286,31.4933,0,700,M,79.9286,0.8571,0.4795,0.3958,5
b02f4551-8d4e-4a94-b134-1420617599d8,0.1200,0.0000,0.0000,0.1429,3.2857,6.8571,5.8571,3.2857,3.4286,31.1700,31.2367,0,1213,F,63.6429,0.0000,0.5624,0.4848,3
927b3b18-fc49-47f1-8fd8-14a36aa71c4f,0.3900,0.0000,0.0000,0.0000,5.2857,3.1429,3.8571,3.8571,2.8571,31.0300,30.9967,0,978,F,58.5714,0.0000,0.6061,0.5465,1
9fda8d19-96a7-49ad-9ad0-7f74026eb4e8,0.0000,0.0000,0.0000,0.0000,4.8571,5.5714,5.4286,5.4286,1.4286,31.2557,31.1167,0,884,M,69.7857,0.2000,0.3892,0.3654,5
6c04922a-2016-418a-bdec-87a46ef0d0a6,0.1300,0.0000,0.0000,0.0000,5.0000,6.2857,5.4286,3.5714,2.0000,31.1871,31.1600,0,707,F,55.7857,0.5052,1.0000,0.4279,4
baf456d3-5428-44a3-88b5-e1931a6a481b,0.3800,0.0000,0.0000,0.0000,5.1429,5.0000,4.7143,3.1429,3.2857,30.9000,30.6900,0,877,F,62.7143,0.6000,0.6000,0.5166,3
41e2e160-8011-4830-91ca-9ec7d1c2e0ab,0.2500,0.0000,0.1429,0.0000,4.0000,3.0000,1.8571,3.2857,3.1429,31.0171,30.7700,0,891,M,72.7857,0.3750,0.2500,0.6259,2
e422b1f4-d250-4590-89c0-6506a46fad2b,0.4800,0.3333,0.0000,0.0000,4.6667,4.0000,3.3333,2.6667,4.0000,30.8867,30.8867,0,1264,F,68.5000,0.5769,1.0000,0.9423,1
1125de09-625d-4624-b0d4-aec34655dbb5,0.1900,0.0000,0.0000,0.1429,3.7143,4.1429,4.5714,4.0000,2.5714,31.1643,31.1067,0,1232,M,77.1429,0.5012,0.6426,0.5598,7
06c9bc47-2ce9-47ba-8e3e-e270eb5437f0,0.0000,0.0000,0.0000,0.0000,3.0000,2.5714,3.7143,4.7143,3.2857,31.1486,31.0633,0,799,M,67.0000,0.4653,0.2857,0.5651,6
16c5c7be-aa17-4530-9355-8d0425cb1473,0.0900,0.0000,0.0000,0.0000,2.5714,5.8571,4.5714,3.8571,2.1429,31.1029,31.0767,0,939,F,60.5714,1.0000,0.5000,0.5262,5
59d77cc1-2b14-4393-8289-66509068c663,0.2300,0.0000,0.0000,0.0000,4.5714,3.7143,3.8571,3.7143,3.0000,31.0671,30.8233,0,1174,F,61.9286,0.4444,1.0000,0.6437,4
185a300d-3395-4340-bb15-734ba44ec5f3,0.5300,0.0000,0.1429,0.0000,5.2857,3.1429,3.0000,2.4286,3.4286,30.7157,30.4733,0,975,F,64.0714,0.6977,0.5916,0.7310,3
4f72eab3-7b62-4125-8e56-3346c425060b,0.2300,0.0000,0.0000,0.0000,3.7143,1.7143,2.0000,3.4286,2.7143,31.0929,30.9667,0,861,F,65.2857,1.0000,0.6000,0.5752,2
d0724ed5-3f56-4880-a877-e89b53123841,0.2300,0.0000,0.0000,0.0000,4.5714,4.8571,3.2857,2.2857,2.4286,31.0343,30.8800,0,1334,F,64.5000,1.0000,0.5000,0.6854,1
1e9fc901-ab53-40c0-8a90-6ae88c3562b7,0.5400,0.1429,0.0000,0.0000,3.7143,4.1429,3.7143,3.7143,2.2857,31.0314,31.2233,0,870,M,79.6429,1.0000,0.6631,0.5148,3
bdaa6a31-4baa-4af9-a967-76cdb4fb9a18,0.8000,0.1429,0.0000,0.0000,5.4286,2.5714,2.4286,2.2857,3.4286,30.6486,30.6000,0,981,F,63.7857,0.0000,0.9967,0.0000,1
115c3574-3a04-4616-a272-9a80b6ba7c3c,0.1800,0.1429,0.0000,0.0000,4.8571,4.2857,4.8571,5.0000,2.4286,31.1071,30.9133,0,890,M,69.6429,0.2381,0.3876,0.6277,7
7d63306d-7d9c-41a7-8a6c-57cc62bc641d,0.7400,0.0000,0.0000,0.0000,4.5714,4.0000,3.8571,4.2857,2.1429,31.0743,31.0833,0,646,F,65.5714,0.2000,0.1080,0.2304,6
740432d4-6eb8-4a73-888c-d712596b0872,0.0000,0.0000,0.0000,0.0000,3.5714,3.5714,3.4286,4.8571,2.2857,31.4771,31.4600,0,873,M,72.1429,0.2667,0.4459,0.7304,5
0d3c846c-6ca4-4908-8c18-559fb396b74b,0.2900,0.1429,0.0000,0.0000,3.7143,4.8571,3.8571,2.7143,1.0000,31.0329,30.9267,0,611,F,68.5000,0.0000,0.6562,0.6298,4
5abece85-1813-4bea-b2c5-265700810090,0.5300,0.0000,0.1429,0.0000,4.1429,2.8571,2.5714,2.4286,1.7143,30.8286,30.8900,0,1293,F,66.5714,0.6071,0.8280,0.7505,2
ba45fc0e-5077-46cf-b493-3eb74818db99,0.3400,0.0000,0.0000,0.0000,2.7143,4.0000,4.1429,4.2857,1.7143,31.0257,31.0167,0,865,M,79.5000,0.3428,0.5916,0.7389,7
b39d6a72-aca2-4127-b58e-e708ef403ce6,0.3600,0.0000,0.1429,0.0000,3.7143,4.1429,3.5714,3.4286,1.7143,30.9117,30.6467,0,632,M,75.7857,0.3190,0.6703,0.9810,4
069ca955-0b94-48a9-854e-d010aba606a9,0.5100,0.0000,0.1429,0.0000,4.1429,5.0000,3.7143,3.0000,2.8571,30.7343,30.6000,0,980,M,75.5714,0.3333,0.6934,0.7380,1
3dba120c-8ec4-44d2-a304-3739480ae598,0.0300,0.0000,0.0000,0.0000,5.5000,3.0000,4.5000,4.5000,2.0000,31.1150,31.1150,1,628,M,74.2500,1.0000,1.0000,0.4375,8
9d7e7259-ff43-4a7e-b586-74e36a52e6b9,0.0800,0.0000,0.0000,0.0000,3.6667,4.3333,5.6667,4.6667,1.3333,30.7967,30.7967,0,964,M,79.3333,1.0000,1.0000,0.3408,6
98a62feb-d782-43fc-8457-8a02999ea08f,0.5700,0.0000,0.0000,0.1429,3.7143,4.5714,3.8571,2.5714,2.8571,30.8000,30.7533,0,1165,F,62.9286,1.0000,0.6010,0.2880,5
